@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric

@data
829,'2017/06/08 12:07:46:064',11,407.300262,373.011414,40.935066,406.387817,355.53891,47.715164,389.785736,365.85788,49.789433,347.464691,365.912109,47.421906,329.153442,370.144836,43.587627,0
830,'2017/06/08 12:07:46:114',11,407.916351,372.778229,40.961739,407.750763,355.688202,47.865852,391.53363,366.321899,49.912292,349.009796,366.166809,47.625103,330.075958,370.059082,43.800758,0
831,'2017/06/08 12:07:46:165',11,408.556763,372.421112,41.023346,408.781189,354.963959,47.92247,392.786438,365.669769,49.990623,350.000183,365.262817,47.739323,330.846802,369.253326,43.931965,0
832,'2017/06/08 12:07:46:214',11,409.216888,372.144928,40.867943,409.283234,354.154175,47.717541,393.586639,364.780884,49.829933,350.74646,364.700714,47.587276,331.465454,368.864075,43.796925,0
833,'2017/06/08 12:07:46:264',11,409.48764,371.532043,40.74366,409.593658,353.162231,47.541328,394.114014,363.681244,49.687428,350.758392,363.46521,47.458927,331.463318,367.781128,43.681126,0
834,'2017/06/08 12:07:46:314',11,409.577972,370.922241,40.655342,409.413208,352.136078,47.401615,394.029297,362.542297,49.575054,350.578644,362.426453,47.324612,331.214966,366.744385,43.550491,0
835,'2017/06/08 12:07:46:364',11,409.381989,369.771057,40.562202,409.142242,350.742676,47.282207,393.799927,360.944641,49.472969,350.370056,361.025177,47.197594,330.869904,365.288696,43.431122,0
836,'2017/06/08 12:07:46:415',11,409.296143,369.14917,40.485313,409.17865,350.057739,47.211651,393.87384,360.071198,49.407887,350.709839,360.50708,47.113789,330.899628,364.549438,43.362568,0
837,'2017/06/08 12:07:46:464',11,409.383789,368.953522,40.443741,409.292694,349.81604,47.183056,394.110382,359.682739,49.382351,351.152893,360.50647,47.08152,331.116943,364.359497,43.342159,0
838,'2017/06/08 12:07:46:514',11,410.085175,368.805084,40.401333,409.86145,349.699982,47.176266,394.820251,359.604492,49.364487,351.888824,360.58429,47.062878,331.850403,364.330566,43.320133,0
839,'2017/06/08 12:07:46:564',11,411.366974,368.822388,40.385143,411.120056,349.7771,47.200245,396.230927,359.822632,49.371574,353.072937,360.677307,47.078815,333.174896,364.397766,43.330185,0
840,'2017/06/08 12:07:46:614',11,413.933502,368.780884,40.420624,414.095581,349.613342,47.245003,398.654602,359.557007,49.432522,354.877136,359.558167,47.13036,335.407349,363.408691,43.368607,0
841,'2017/06/08 12:07:46:665',11,416.903656,368.992859,40.398308,417.227142,349.592224,47.265995,401.580292,359.849426,49.467152,357.171997,359.055634,47.163483,337.831207,362.914673,43.388504,0
842,'2017/06/08 12:07:46:714',11,418.470673,369.16864,40.355091,418.593475,349.549805,47.267612,402.532593,359.963684,49.491673,357.897064,358.627075,47.146645,338.938293,362.896362,43.374104,0
843,'2017/06/08 12:07:46:765',11,418.736237,369.190979,40.341316,418.653625,349.24469,47.273167,402.700897,359.968933,49.505932,357.668915,358.192322,47.129066,338.647308,362.479187,43.34515,0
844,'2017/06/08 12:07:46:814',11,417.477905,369.284485,40.236347,416.340027,349.361877,47.194614,400.137024,360.233948,49.404694,351.133057,354.831665,46.837219,334.590057,361.107239,42.999798,0
845,'2017/06/08 12:07:46:864',11,415.456482,369.194092,40.185329,413.499603,349.494263,47.159321,397.411957,360.510376,49.356205,347.734039,354.518311,46.705883,330.672913,360.441956,42.803356,0
846,'2017/06/08 12:07:46:914',11,413.357849,368.862549,40.133701,410.670624,349.223083,47.115696,394.673645,360.399353,49.305462,345.676575,354.784943,46.557144,328.066589,360.624634,42.689686,0
847,'2017/06/08 12:07:46:964',11,411.256348,367.902679,40.179729,408.854706,348.806671,47.269749,392.765808,360.234802,49.411686,344.849365,354.852234,46.651253,326.298126,360.107758,42.787586,0
848,'2017/06/08 12:07:47:015',11,409.912018,367.356018,40.196732,406.999969,348.282288,47.28883,390.581879,359.773743,49.411674,344.055786,355.116943,46.545036,325.31311,360.23999,42.677551,0
849,'2017/06/08 12:07:47:064',11,409.02948,367.443726,40.196999,405.728149,347.368164,47.104458,388.92276,358.541382,49.328064,342.606201,354.230194,46.372604,324.001038,359.894836,42.54097,0
850,'2017/06/08 12:07:47:114',11,408.934662,367.458679,40.200874,405.395752,347.031982,47.038029,388.381073,358.041595,49.30719,342.321869,354.064301,46.313423,323.564087,359.721191,42.506004,0
851,'2017/06/08 12:07:47:164',11,408.92691,367.422241,40.187057,405.226593,346.908813,47.000477,388.116425,357.862701,49.28212,342.193268,354.119507,46.268791,323.500092,359.752136,42.46513,0
852,'2017/06/08 12:07:47:214',11,408.884399,367.340027,40.158524,405.000366,346.817841,46.95295,387.813995,357.757263,49.240307,342.069763,354.301483,46.217651,323.462219,359.900024,42.415024,0
853,'2017/06/08 12:07:47:265',11,408.80368,367.240723,40.144836,404.86673,346.788513,46.936352,387.649017,357.732819,49.224052,341.846802,354.321838,46.202579,323.434479,360.058411,42.406799,0
854,'2017/06/08 12:07:47:314',11,408.774719,367.104218,40.122948,404.711456,346.727173,46.916199,387.454895,357.680359,49.2034,341.627502,354.302551,46.185318,323.393311,360.205536,42.391678,0
855,'2017/06/08 12:07:47:365',11,408.852173,366.905579,40.094624,404.785919,346.648682,46.891552,387.391296,357.557404,49.178959,341.486969,354.066559,46.166267,323.297852,360.142273,42.368896,0
856,'2017/06/08 12:07:47:415',11,408.960114,366.821045,40.075542,404.89682,346.645508,46.875027,387.364746,357.515686,49.161526,341.499817,353.960449,46.146988,323.310791,360.11322,42.347305,0
857,'2017/06/08 12:07:47:465',11,409.216736,365.840759,40.192211,406.013306,347.167358,47.259411,388.114868,358.396271,49.401451,342.394501,353.80542,46.460041,323.9104,359.024933,42.592175,0
858,'2017/06/08 12:07:47:515',11,409.277222,366.048706,40.139172,406.004822,347.081909,47.14822,388.000885,358.248901,49.322399,342.362244,353.786987,46.354355,323.848145,359.171082,42.49572,0
859,'2017/06/08 12:07:47:565',11,409.290436,366.198364,40.143593,406.24646,347.210754,47.12534,388.083252,358.332886,49.313915,342.278076,353.660156,46.326382,323.673492,359.04248,42.468342,0
860,'2017/06/08 12:07:47:614',11,409.377136,366.34137,40.14817,406.48703,347.371918,47.120537,388.281616,358.483551,49.316036,342.75882,354.034424,46.309719,323.758972,359.144287,42.472633,0
861,'2017/06/08 12:07:47:665',11,409.513733,366.505463,40.130688,406.699158,347.510193,47.091511,388.45578,358.565186,49.295277,343.38974,354.672241,46.266323,324.117798,359.449463,42.446407,0
862,'2017/06/08 12:07:47:715',11,409.489441,366.595398,40.115597,406.627899,347.5672,47.062675,388.330292,358.594849,49.272079,343.283722,354.802307,46.232761,324.107117,359.600433,42.413223,0
863,'2017/06/08 12:09:01:425',12,499.084442,382.015472,54.334419,430.21405,304.439575,56.933395,367.213043,294.150696,56.289722,313.522186,308.98645,55.244026,254.471756,344.213654,52.404827,1
864,'2017/06/08 12:09:01:475',12,499.247681,381.821655,54.287018,430.32312,304.170746,56.835602,367.314636,293.905579,56.19046,313.621155,308.781921,55.166603,254.722031,343.980286,52.355572,1
865,'2017/06/08 12:09:01:526',12,499.427979,381.627838,54.252636,430.47641,303.919983,56.763691,367.452789,293.680634,56.12962,313.762695,308.585999,55.119701,254.877701,343.792572,52.320854,1
866,'2017/06/08 12:09:01:575',12,499.276093,381.439697,54.214725,430.561584,303.68576,56.70023,367.517212,293.463135,56.078438,313.751953,308.379944,55.072166,254.86792,343.573486,52.279346,1
867,'2017/06/08 12:09:01:627',12,499.087891,381.375732,54.201328,430.568665,303.545135,56.661018,367.477539,293.32251,56.046127,313.679779,308.289825,55.055187,254.800125,343.462769,52.265564,1
868,'2017/06/08 12:09:01:675',12,499.086426,381.264099,54.174904,430.659851,303.34729,56.621025,367.470276,293.088196,56.000744,313.69696,308.080994,55.019958,254.824142,343.262573,52.248566,1
869,'2017/06/08 12:09:01:725',12,499.405884,380.971344,54.092457,431.193909,302.941467,56.49836,367.986206,292.67865,55.886444,314.075378,307.534485,54.843933,255.288208,342.792236,52.168587,1
870,'2017/06/08 12:09:01:775',12,500.067871,380.508575,54.027687,432.152649,302.295593,56.346874,368.982361,292.070343,55.761574,315.147522,306.933105,54.759392,256.201782,342.157318,52.130569,1
871,'2017/06/08 12:09:01:826',12,502.136475,379.508728,53.83569,434.731415,301.117645,56.071438,371.536041,290.929749,55.550999,317.674164,305.776611,54.618927,258.458893,341.026184,52.100765,1
872,'2017/06/08 12:09:01:876',12,505.449493,378.608398,53.606983,438.944305,299.958618,55.734962,375.7258,289.700378,55.286121,321.906677,304.488159,54.470963,261.978973,339.705017,52.100708,1
873,'2017/06/08 12:09:01:926',12,509.768372,377.560272,53.414635,444.069977,298.687012,55.312546,380.792877,288.479889,54.942608,327.074982,303.013184,54.200798,266.481628,338.285278,52.083504,1
874,'2017/06/08 12:09:01:975',12,514.242188,376.474792,52.871239,450.219849,297.239746,54.573231,386.996033,286.952026,54.331638,333.283661,301.257507,53.760132,271.811096,336.389191,51.93161,1
875,'2017/06/08 12:09:02:025',12,518.440979,375.374939,52.30022,456.191589,295.862305,53.860584,393.028564,285.401733,53.745266,339.648438,299.633392,53.376289,277.28595,334.506073,51.779507,1
876,'2017/06/08 12:09:02:075',12,519.228821,375.175751,51.621929,459.322083,295.505157,53.032894,396.183167,285.141785,53.03307,343.735138,299.426208,52.847057,281.404785,333.979034,51.36142,1
877,'2017/06/08 12:09:02:125',12,516.779846,375.177368,51.381966,459.245026,295.43988,52.620083,396.211121,285.178986,52.69186,344.337158,299.545471,52.595535,282.454559,333.969879,51.159191,1
878,'2017/06/08 12:09:02:176',12,515.28418,374.508118,51.409866,457.87262,294.802124,52.516747,394.800354,284.709656,52.630726,343.358398,299.166718,52.558865,281.582306,333.700958,51.161205,1
879,'2017/06/08 12:09:02:225',12,513.078247,373.734436,51.409622,455.081482,294.305054,52.41032,392.049408,284.170898,52.37764,341.196716,298.878479,52.409817,279.403107,333.50293,50.949371,1
880,'2017/06/08 12:09:02:276',12,510.488586,373.588257,51.611649,452.067047,294.515808,52.583332,389.020538,284.277924,52.392082,338.363983,299.046448,52.367332,276.572144,333.735229,50.785442,1
881,'2017/06/08 12:09:02:327',12,507.614166,373.737671,51.922363,448.646332,294.866821,52.861149,385.506897,284.658997,52.566669,334.876495,299.437866,52.413605,272.684509,334.443298,50.697815,1
882,'2017/06/08 12:09:02:375',12,504.844238,374.02063,52.14201,445.515198,295.306702,53.087429,382.259277,285.193909,52.747608,331.562439,299.910187,52.43446,269.032349,335.205475,50.588032,1
883,'2017/06/08 12:09:02:425',12,501.364838,374.371338,52.452415,441.053589,295.934631,53.431236,377.647186,285.921112,52.981701,326.895355,300.662598,52.511185,263.631348,336.657654,50.509674,1
884,'2017/06/08 12:09:02:475',12,494.903015,374.998657,52.96278,432.460297,297.062195,53.998898,368.586029,287.214172,53.390385,317.88031,302.203979,52.774662,252.97197,339.847504,50.578419,1
885,'2017/06/08 12:09:02:525',12,486.536194,375.283081,53.211174,422.085449,297.957611,54.336945,357.759155,288.274475,53.586998,306.982727,303.54834,52.830978,242.460236,341.963196,50.417824,1
886,'2017/06/08 12:09:02:576',12,480.440094,374.210785,53.449341,414.470215,297.258545,54.472843,349.923248,287.624695,53.589775,299.002197,303.097717,52.760742,234.484543,342.149109,50.237354,1
887,'2017/06/08 12:09:02:625',12,479.543884,373.737457,53.453621,412.806519,297.021179,54.47224,348.086426,287.320862,53.535774,296.934479,302.897491,52.716293,232.241989,342.267212,50.167671,1
888,'2017/06/08 12:09:02:675',12,482.877716,373.525208,53.355103,416.362,296.799622,54.451572,351.479645,286.855621,53.534542,299.913452,302.263062,52.711723,234.429443,341.646667,50.168781,1
889,'2017/06/08 12:09:02:726',12,493.70697,373.229187,53.095005,429.678436,296.059998,54.290665,364.792603,285.597168,53.505459,312.391479,300.523315,52.753883,245.221085,339.463959,50.350151,1
890,'2017/06/08 12:09:02:775',12,504.621307,372.423645,52.601852,443.009888,294.848633,53.745377,378.134827,283.910034,53.07325,325.038391,298.448364,52.473267,256.484802,336.920685,50.324966,1
891,'2017/06/08 12:09:02:826',12,511.795074,371.992676,52.075977,452.237427,294.188049,53.225273,387.401245,282.9104,52.647022,333.891724,297.150909,52.122532,264.54953,335.24411,50.144768,1
892,'2017/06/08 12:09:02:876',12,513.34082,372.221527,51.571568,455.578247,294.524658,52.788521,390.753296,283.222443,52.3004,337.266998,297.437073,51.860897,268.798157,335.091736,49.99226,1
893,'2017/06/08 12:09:02:925',12,510.599945,371.208038,51.747406,451.510956,293.962219,52.786152,386.40802,283.214264,52.358047,333.22525,297.738159,51.962955,265.841278,335.782837,50.223736,1
894,'2017/06/08 12:09:02:976',12,504.215424,370.791962,52.010609,443.147675,294.074432,53.060253,377.718323,283.816772,52.612106,324.799377,298.684692,52.15152,258.464966,337.270477,50.357132,1
895,'2017/06/08 12:09:03:028',12,501.44043,370.877136,52.12965,439.729767,294.409058,53.173801,374.252197,284.347687,52.703415,321.253174,299.277405,52.184856,255.342072,338.061279,50.331116,1
896,'2017/06/08 12:09:03:075',12,500.789368,371.271606,51.994251,439.317566,294.842834,53.033142,373.817139,284.713806,52.53875,320.743835,299.625763,52.010178,254.779846,338.348877,50.108326,1
897,'2017/06/08 12:09:03:125',12,502.039307,371.873352,51.749409,441.532898,295.341675,52.809891,376.185242,284.978455,52.281166,322.915253,299.687012,51.695553,256.62085,338.171783,49.717442,1
898,'2017/06/08 12:09:03:176',12,502.613525,372.114685,51.62719,442.664703,295.730652,52.752998,377.376495,285.208771,52.228813,323.938416,299.674225,51.568844,257.584198,338.046387,49.602058,1
899,'2017/06/08 12:09:03:226',12,502.42807,372.004211,51.641151,442.538879,295.862946,52.782223,377.133606,285.32962,52.241905,323.743591,299.663727,51.551891,257.438385,338.010559,49.569077,1
900,'2017/06/08 12:09:03:276',12,499.929871,371.336182,51.557549,439.315277,295.604462,52.669807,373.708984,285.315369,52.115726,320.583771,299.619629,51.362099,254.72612,338.086304,49.314178,1
901,'2017/06/08 12:09:03:326',12,497.614624,370.893585,51.328243,436.804535,295.68158,52.408226,371.093628,285.591248,51.907192,318.091492,299.735962,51.10321,252.581131,338.210144,49.062191,1
902,'2017/06/08 12:09:03:376',12,497.720337,370.753296,51.389885,437.347839,296.097412,52.515919,371.68277,285.757782,51.992569,318.63913,299.609192,51.111156,252.937851,337.874939,49.020908,1
903,'2017/06/08 12:09:03:426',12,498.375305,370.474731,51.444538,438.387146,296.019958,52.520767,372.816772,285.706757,52.034492,319.744873,299.328522,51.090374,253.777969,337.395996,48.976856,1
904,'2017/06/08 12:09:03:475',12,498.812408,370.14502,51.522213,438.914673,295.953918,52.550598,373.406433,285.751526,52.099159,320.378021,299.25116,51.109283,254.309784,337.131042,48.951328,1
905,'2017/06/08 12:09:03:526',12,498.800018,370.033813,51.565228,438.852173,296.150574,52.630371,373.368073,285.914673,52.167164,320.356384,299.309784,51.137489,254.312561,337.174835,48.964771,1
906,'2017/06/08 12:09:03:575',12,498.765503,370.009155,51.580872,438.888672,296.506775,52.713558,373.584747,286.306885,52.286457,320.649963,299.541382,51.21122,254.584839,337.290527,49.009594,1
907,'2017/06/08 12:09:03:626',12,498.874756,370.003052,51.589687,439.05545,296.946106,52.805065,373.73877,286.548584,52.355354,320.9375,299.74292,51.255096,255.068039,337.408508,49.061386,1
908,'2017/06/08 12:09:03:676',12,498.698669,369.955841,51.602203,438.756195,297.046875,52.811947,373.442017,286.690369,52.359165,320.874786,300.003052,51.282722,255.123413,337.597168,49.072197,1
909,'2017/06/08 12:09:03:726',12,497.930298,369.985901,51.663315,437.708344,297.539032,52.93121,372.280182,287.054993,52.410194,319.850586,300.441254,51.311863,254.497345,338.058838,49.076275,1
910,'2017/06/08 12:09:03:776',12,497.471191,370.20697,51.712669,437.108582,298.090332,53.050861,371.601318,287.420593,52.462097,319.352356,300.970276,51.384148,254.234009,338.542145,49.115101,1
911,'2017/06/08 12:09:03:826',12,497.406494,370.522156,51.793919,436.791138,298.549011,53.160679,371.272888,287.810913,52.530487,319.136444,301.424744,51.452316,254.164917,338.959778,49.158787,1
912,'2017/06/08 12:09:03:876',12,497.395844,370.72406,51.842087,436.644592,298.787659,53.226307,371.189331,288.036682,52.587849,319.137512,301.685974,51.522949,254.17337,339.153564,49.207741,1
913,'2017/06/08 12:09:03:926',12,497.407776,370.902283,51.883167,436.584259,299.067749,53.299965,371.157501,288.261169,52.655979,319.112213,301.895081,51.590561,254.336319,339.347534,49.291832,1
914,'2017/06/08 12:24:57:950',13,426.517029,395.267181,41.014774,450.085663,367.891968,41.316498,437.202911,370.809875,44.278343,407.565186,382.823883,47.341099,382.503601,391.062469,44.687767,0
915,'2017/06/08 12:24:58:000',13,426.575928,395.273895,41.000916,450.120148,367.969543,41.334854,437.310913,370.698669,44.324814,407.566803,382.918732,47.348816,382.485992,391.209961,44.68869,0
916,'2017/06/08 12:24:58:050',13,426.797852,395.325317,41.015015,450.487305,368.147736,41.403252,437.496094,370.547058,44.412804,407.831879,383.102264,47.398571,382.665863,391.314636,44.730263,0
917,'2017/06/08 12:24:58:101',13,426.965454,395.356018,41.023457,450.830475,368.24472,41.440308,437.779541,370.640503,44.451656,408.032715,383.079681,47.432934,382.812256,391.230743,44.762234,0
918,'2017/06/08 12:24:58:151',13,427.077271,395.286072,40.999706,451.006958,368.2836,41.451149,437.870148,370.751953,44.467625,407.893188,382.891785,47.443279,382.769623,391.082489,44.773712,0
919,'2017/06/08 12:24:58:201',13,427.178436,395.228088,40.975128,451.186676,368.326752,41.448441,437.858978,370.741455,44.465309,408.01947,382.871033,47.445259,382.808044,390.993774,44.77388,0
920,'2017/06/08 12:24:58:250',13,427.227112,395.160858,40.945793,451.265686,368.341522,41.438828,437.812988,370.691895,44.444115,408.08606,382.84082,47.447285,382.841064,390.908142,44.776188,0
921,'2017/06/08 12:24:58:300',13,427.250275,395.083069,40.914661,451.264404,368.343353,41.429977,437.804321,370.712769,44.427631,408.024445,382.788574,47.447445,382.834534,390.859772,44.774342,0
922,'2017/06/08 12:24:58:350',13,427.218781,395.041779,40.898243,451.27887,368.34436,41.424721,437.837036,370.746948,44.421646,407.94339,382.719116,47.450054,382.756104,390.723785,44.775852,0
923,'2017/06/08 12:24:58:400',13,427.247986,395.029419,40.889042,451.324432,368.358765,41.42067,437.875,370.763245,44.418442,407.980377,382.714966,47.45369,382.750122,390.654541,44.777653,0
924,'2017/06/08 12:24:58:450',13,427.506348,394.934174,40.870388,451.610657,368.353485,41.419159,438.026215,370.650818,44.436455,408.212311,382.624603,47.473473,382.859589,390.330566,44.792107,0
925,'2017/06/08 12:24:58:501',13,427.641327,394.586334,40.871666,451.79184,368.135162,41.427525,438.143768,370.350952,44.461132,408.281097,382.181824,47.530865,382.759949,389.589691,44.837093,0
926,'2017/06/08 12:24:58:551',13,424.481567,392.548004,40.90506,448.057861,366.093384,41.471462,434.517273,368.698242,44.474781,404.96463,380.626373,47.556007,379.343384,387.792816,44.817032,0
927,'2017/06/08 12:24:58:603',13,416.810303,389.483459,40.748894,439.893616,363.026123,41.298126,426.153748,365.792419,44.273468,397.144409,377.873535,47.383186,371.510437,384.750366,44.573246,0
928,'2017/06/08 12:24:58:652',13,410.866882,386.455017,40.364506,433.90213,359.933807,40.805164,419.975555,362.550446,43.776154,391.776794,374.670959,46.980438,365.971893,381.317505,44.164402,0
929,'2017/06/08 12:24:58:702',13,404.86441,381.029419,39.297379,428.498871,354.4758,39.628418,414.309784,356.92511,42.562565,385.810699,368.136719,45.901306,360.044037,374.500031,43.097137,0
930,'2017/06/08 12:24:58:750',13,400.432556,376.558289,38.539322,425.042419,350.188354,38.861595,410.451324,352.520813,41.768253,381.647675,362.925415,45.17054,355.764313,369.248657,42.290306,0
931,'2017/06/08 12:24:58:800',13,396.577332,371.016968,37.902626,421.466766,344.79718,38.246712,406.350616,347.071167,41.11496,377.249176,356.520782,44.602974,351.132874,362.581482,41.649193,0
932,'2017/06/08 12:24:58:851',13,398.68277,363.178009,37.132603,423.1008,337.213867,37.63546,407.692688,339.711548,40.485031,378.176453,348.515564,44.012859,352.104187,354.35498,40.919865,0
933,'2017/06/08 12:24:58:900',13,409.251404,356.528503,36.643288,433.043762,330.767029,36.963432,417.73526,333.047638,39.829865,386.589935,340.188049,43.479996,361.66153,347.018066,40.318207,0
934,'2017/06/08 12:24:58:952',13,419.076874,352.297821,36.621723,443.336212,327.110962,37.011429,428.19046,329.471375,39.838509,394.803101,335.609344,43.409775,370.261017,342.026001,40.156345,0
935,'2017/06/08 12:24:59:001',13,423.801239,350.884888,36.922333,448.366394,325.905853,37.451893,434.056366,328.82251,40.242493,399.2435,334.656982,43.751686,374.636475,340.527832,40.453884,0
936,'2017/06/08 12:24:59:051',13,424.014282,351.641693,37.068489,448.513458,326.763428,37.668671,434.763977,330.037872,40.404716,399.392975,336.10614,43.858139,374.964386,341.867432,40.586681,0
937,'2017/06/08 12:24:59:100',13,421.815369,354.531281,37.028786,446.862,329.935547,37.873756,433.378143,333.936737,40.514881,397.507172,340.545197,43.808247,373.472229,346.116516,40.535797,0
938,'2017/06/08 12:24:59:150',13,418.176941,360.800598,36.374626,443.6474,336.570923,37.588326,430.137848,341.330994,40.131111,393.789551,348.641357,43.194103,370.14856,353.872009,39.864975,0
939,'2017/06/08 12:24:59:201',13,419.871948,367.336792,35.857609,445.46109,343.555725,37.383858,432.106384,348.818787,39.883003,395.54068,356.643646,42.771786,371.981384,361.535217,39.448051,0
940,'2017/06/08 12:24:59:250',13,429.571533,370.062439,35.846458,455.512512,346.390381,37.435135,442.197662,351.762756,39.936222,404.823212,359.013733,42.597214,381.416779,364.168823,39.423313,0
941,'2017/06/08 12:24:59:300',13,446.825073,369.425842,36.062092,473.353271,345.467896,37.474152,460.785339,350.779968,40.057144,423.439972,357.410034,42.724182,399.065643,363.204681,39.69902,0
942,'2017/06/08 12:24:59:350',13,459.411865,367.172668,36.878937,487.348328,343.189575,38.022202,474.455688,348.032776,40.643852,436.159912,353.384216,43.224648,410.922699,359.26535,40.245468,0
943,'2017/06/08 12:24:59:402',13,464.151855,364.933624,37.386131,492.258453,340.765198,38.169392,479.42041,345.040222,40.863277,440.687286,349.562592,43.41777,414.536835,355.738556,40.513779,0
944,'2017/06/08 12:24:59:450',13,462.820007,360.835571,37.695446,490.053192,336.390686,38.349709,477.690491,340.556274,41.128223,438.614441,345.294708,43.553028,412.35202,351.787354,40.702862,0
945,'2017/06/08 12:24:59:500',13,447.167023,358.083679,37.840984,473.424927,333.386536,38.490112,461.605865,337.606873,41.352242,422.184631,342.836853,43.659416,396.280548,349.676758,40.79977,0
946,'2017/06/08 12:24:59:550',13,428.421204,357.762756,37.85886,454.220337,332.788452,38.634758,442.49765,337.208588,41.496151,403.388641,343.278442,43.773712,377.923615,350.222656,40.863274,0
947,'2017/06/08 12:24:59:601',13,420.837036,359.022461,37.594669,446.951996,334.041351,38.48428,434.910675,338.654205,41.286766,396.112915,345.023895,43.611893,370.949524,351.824677,40.637054,0
948,'2017/06/08 12:24:59:650',13,420.988892,363.324585,36.925343,447.810486,338.726929,38.042774,434.946442,343.562317,40.777542,395.963013,349.924438,43.007942,371.319702,356.30011,39.939861,0
949,'2017/06/08 12:24:59:701',13,431.005585,366.500122,36.408981,459.155304,342.434174,37.609444,445.940125,347.214661,40.383545,406.836182,353.194397,42.546024,381.900543,359.161133,39.494331,0
950,'2017/06/08 12:24:59:751',13,443.446381,366.691681,36.248123,471.846222,342.498596,37.254032,459.187927,347.259155,40.086632,420.618134,352.880615,42.411854,394.97522,359.075928,39.473045,0
951,'2017/06/08 12:24:59:801',13,449.726501,363.89563,36.48941,478.121887,339.475769,37.15406,465.193665,343.643707,40.025887,426.820618,348.700195,42.434761,400.870239,355.295685,39.577766,0
952,'2017/06/08 15:37:25:379',14,458.827881,307.608215,46.176796,480.655273,270.878235,43.829464,447.435883,269.193756,46.865284,426.130676,294.35907,49.787212,401.24646,304.847748,47.657223,0
953,'2017/06/08 15:37:25:429',14,458.840118,307.60907,46.184292,480.597931,270.806458,43.78587,447.158081,269.248291,46.864872,426.103271,294.31366,49.7617,401.353607,304.835846,47.638077,0
954,'2017/06/08 15:37:25:477',14,458.677429,307.608093,46.194458,480.351074,270.770477,43.77298,446.833679,269.347992,46.882938,425.873352,294.313568,49.755344,401.184479,304.836395,47.628883,0
955,'2017/06/08 15:37:25:527',14,458.443787,307.529968,46.207901,480.16391,270.663269,43.774406,446.844818,269.471405,46.920792,425.682159,294.302826,49.760666,401.2229,304.867737,47.634235,0
956,'2017/06/08 15:37:25:578',14,458.233459,307.402679,46.222336,479.973419,270.524719,43.785404,446.872528,269.493073,46.949821,425.48999,294.287811,49.769848,401.2435,304.881958,47.641571,0
957,'2017/06/08 15:37:25:629',14,457.962341,307.22229,46.244816,479.670685,270.291077,43.793922,446.594116,269.320984,46.959534,425.295349,294.265045,49.775593,401.095978,304.778809,47.641052,0
958,'2017/06/08 15:37:25:679',14,457.779205,306.96051,46.256027,479.4599,269.95752,43.767563,446.326843,269.009552,46.936405,425.310455,294.142334,49.764271,401.135925,304.604523,47.627041,0
959,'2017/06/08 15:37:25:730',14,457.843292,306.953857,46.25412,479.452942,269.946716,43.741409,446.335144,269.019897,46.916519,425.260315,294.108582,49.749458,401.192902,304.614349,47.615601,0
960,'2017/06/08 15:37:25:781',14,457.966644,306.869568,46.251431,479.490448,269.850311,43.733589,446.233826,268.941956,46.917187,425.202332,294.01593,49.737526,401.236176,304.551575,47.603081,0
961,'2017/06/08 15:37:25:835',14,458.180298,306.631744,46.241341,479.723633,269.563385,43.7411,446.321716,268.75,46.946648,425.418518,293.800842,49.732281,401.496979,304.322968,47.591835,0
962,'2017/06/08 15:37:25:886',14,458.297791,306.602753,46.251812,479.876526,269.485931,43.761368,445.671204,268.719757,47.015121,425.57782,293.797913,49.74453,401.6922,304.298035,47.601128,0
963,'2017/06/08 15:37:25:938',14,458.483032,306.798187,46.243404,480.171936,269.683746,43.757732,442.720184,268.431183,47.035809,425.674316,293.973083,49.734032,401.845184,304.445496,47.586475,0
964,'2017/06/08 15:37:25:990',14,458.957153,307.499542,46.207069,481.057434,270.411224,43.750015,442.472961,269.008484,47.022892,425.864838,294.572266,49.679619,401.984283,304.889038,47.474186,0
965,'2017/06/08 15:37:26:042',14,459.706909,308.128418,46.194107,481.999268,271.112427,43.727718,443.046173,269.628113,47.01165,426.397858,295.132294,49.661469,402.481079,305.351624,47.428192,0
966,'2017/06/08 15:37:26:094',14,459.921936,308.678772,46.172752,481.867432,271.676605,43.679573,442.881012,270.222473,47.005127,426.450562,295.712738,49.6642,402.418549,305.871246,47.421139,0
967,'2017/06/08 15:37:26:147',14,459.466553,308.99231,46.202526,481.231445,271.886902,43.714306,442.248108,270.513855,47.091534,426.157043,296.023956,49.735722,401.818146,306.072174,47.506519,0
968,'2017/06/08 15:37:26:199',14,458.925903,309.200348,46.228882,481.004578,272.011597,43.752853,441.981598,270.671356,47.145813,425.974426,296.152374,49.780087,401.343323,306.08847,47.552486,0
969,'2017/06/08 15:37:26:249',14,458.700287,309.25293,46.227535,480.940094,272.063232,43.770206,441.873779,270.742676,47.171757,425.77594,296.059967,49.806293,400.982391,305.967285,47.57777,0
